Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerVelocityScore,PromotionMomentum,CompensationGrowthProxy,CareerSatisfactionIndex,OrgStabilityScore,EmployeeDevelopmentScore,RetentionOpportunityIndex,LeadershipExposureScore,EngagementCompositeScore,BurnoutRiskProxy,CareerAccelerationScore,PromotionGapScore,RetentionScore,StagnationScore,GrowthPotentialScore,ManagerialInfluenceScore,CompositeRisk,RiskTier,Cluster,ClusterLabel,PCA1,PCA2
48,1,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,9,Yes,13,3,4,0,23,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.125,1.0,1.7930689770076642,2.6666666666666665,2.5,6.699999999999999,0.13333333333333336,2.1,2.75,0.560344827586207,39.0,0.0,13.333333333333336,0.0,51.53846153846153,0.0,5.333333333333335,Low Risk,2,High-Risk Stagnation,-2.3913816616483445,0.01535345960558013
28,1,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Yes,13,3,3,0,2,3,2,2,2,2,2,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,3.4375624375624376,2.6666666666666665,3.0,7.0,0.5333333333333333,1.4,2.8,0.6017241379310345,13.0,13.333333333333334,53.333333333333336,66.66666666666666,53.84615384615385,66.66666666666666,45.33333333333333,Medium Risk,0,Fast-Track Performers,2.6060301359829228,0.11974774829786737
44,0,Travel_Rarely,1488,Sales,1,5,Marketing,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Yes,21,4,3,1,9,2,2,4,3,1,3,0.2,0.3,0.4,0.6,0.2,0.5,2.7256371814092955,2.0,2.5,10.2,0.345,2.1,1.9500000000000002,0.560344827586207,42.0,6.666666666666667,34.5,30.0,78.46153846153847,60.0,24.8,Low Risk,4,Career Explorers,0.03053880504900375,-2.295105171083912
35,0,Non-Travel,1097,Research & Development,11,2,Medical,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Yes,13,3,3,1,10,3,3,4,0,2,3,0.4,0.0,0.6,0.6,0.2727272727272727,0.3333333333333333,3.2935688103965344,2.0,3.0,7.0,0.33999999999999997,2.3000000000000003,2.4000000000000004,0.5137931034482759,13.0,13.333333333333334,34.0,0.0,53.84615384615385,60.0,17.6,Low Risk,4,Career Explorers,0.8372942151872849,-1.1708695416779453
26,0,Travel_Rarely,1443,Sales,23,3,Marketing,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Yes,19,3,3,1,5,2,2,2,2,0,0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,1.0,2.077461269365317,2.6666666666666665,3.0,9.100000000000001,0.21666666666666667,1.8,3.1,0.7879310344827587,57.0,0.0,21.666666666666668,33.33333333333333,70.0,0.0,18.666666666666664,Low Risk,2,High-Risk Stagnation,-2.490636848973306,0.15525383373171356
33,0,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,Yes,12,3,3,0,15,1,3,15,14,8,12,0.5,0.875,0.0625,0.75,0.1875,0.1111111111111111,4.484505164945018,3.3333333333333335,2.0,6.0,0.46041666666666664,2.4,2.8000000000000003,0.7103448275862069,4.0,53.333333333333336,46.041666666666664,87.5,46.15384615384615,75.0,60.66666666666667,Medium Risk,0,Fast-Track Performers,3.0318470702078755,1.316581186186522
35,0,Travel_Frequently,853,Sales,18,5,Life Sciences,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,No,22,4,4,1,9,3,2,9,8,1,8,0.1,0.8,0.3,0.8,0.3,0.5,3.0219926691102965,2.0,3.0,10.9,0.43500000000000005,2.6,2.2,0.4862068965517241,44.0,6.666666666666667,43.50000000000001,80.0,83.84615384615385,80.0,43.400000000000006,Medium Risk,4,Career Explorers,0.7385353430415459,-2.1601942064463238
35,0,Travel_Rarely,1142,Research & Development,23,4,Medical,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Yes,15,3,3,1,4,3,3,2,2,2,2,0.6666666666666666,0.4,1.0,0.6666666666666666,0.2,0.3333333333333333,4.00999000999001,2.3333333333333335,3.0,7.800000000000001,0.5,1.5999999999999999,2.4000000000000004,0.7879310344827587,15.0,13.333333333333334,50.0,40.0,60.00000000000001,66.66666666666666,36.0,Medium Risk,0,Fast-Track Performers,2.3241042784923867,-0.8827916424512465
31,0,Travel_Rarely,655,Research & Development,7,4,Life Sciences,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,No,22,4,4,1,10,3,2,7,7,1,7,0.125,0.6363636363636364,0.375,0.875,0.18181818181818182,0.5,2.9560219890054973,3.0,4.0,10.9,0.3028409090909091,2.1,3.6,0.22241379310344828,44.0,6.666666666666667,30.28409090909091,63.63636363636363,83.84615384615385,87.5,33.20454545454545,Medium Risk,3,Stable Contributors,0.17170225152604512,1.0971835837896222
37,0,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,No,18,3,3,1,7,2,4,7,5,0,7,0.0,0.625,0.25,0.875,0.25,1.0,2.9950024987506247,3.0,2.0,8.7,0.25625,1.8,2.7,0.16034482758620688,54.0,0.0,25.624999999999996,62.5,66.92307692307692,87.5,29.0,Low Risk,3,Stable Contributors,-0.97442862744366,-0.02760997885679832
32,0,Travel_Rarely,427,Research & Development,1,3,Medical,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Yes,22,4,2,1,9,3,3,9,8,7,8,0.7,0.8,0.3,0.8,0.2,0.125,3.0794602698650673,3.3333333333333335,1.5,10.9,0.5116666666666666,2.1,2.55,0.560344827586207,11.0,46.666666666666664,51.16666666666666,80.0,83.84615384615385,80.0,58.46666666666666,Medium Risk,0,Fast-Track Performers,3.0757961436830867,0.48401524823500164
38,0,Travel_Frequently,653,Research & Development,29,5,Life Sciences,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,No,11,3,4,0,10,2,3,10,3,9,9,0.8181818181818182,0.2727272727272727,0.18181818181818182,0.8181818181818182,0.18181818181818182,0.1,1.2023988005997002,3.3333333333333335,4.0,5.9,0.4212121212121212,1.9,3.8000000000000003,0.6,3.3,60.0,42.12121212121212,27.27272727272727,45.38461538461539,81.81818181818183,43.030303030303024,Medium Risk,0,Fast-Track Performers,2.7740788091616335,2.6777850202669295
50,0,Travel_Rarely,989,Research & Development,7,2,Medical,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Yes,12,3,4,1,29,2,2,27,3,13,8,0.4642857142857143,0.1,0.07142857142857142,0.2857142857142857,0.16666666666666666,0.07142857142857142,3.747250549890022,2.3333333333333335,3.0,6.300000000000001,0.35416666666666663,3.3000000000000003,2.8,0.6224137931034484,2.5714285714285716,86.66666666666667,35.416666666666664,10.0,48.46153846153847,28.57142857142857,43.166666666666664,Medium Risk,0,Fast-Track Performers,1.4590019739802385,-0.01953706003774226
59,0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,No,11,3,4,0,28,3,2,21,16,7,9,0.3181818181818182,0.5517241379310345,0.13636363636363635,0.4090909090909091,0.10344827586206896,0.125,2.5448183938687103,2.0,2.5,6.200000000000001,0.44929467084639496,2.4,1.9500000000000002,0.4086206896551724,4.125,46.666666666666664,44.9294670846395,55.172413793103445,47.6923076923077,40.909090909090914,48.52351097178683,Medium Risk,4,Career Explorers,2.2706747844227144,-1.799141336810322
36,0,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,No,13,3,2,3,17,2,3,17,14,12,8,0.6666666666666666,0.7777777777777778,0.1111111111111111,0.4444444444444444,0.16666666666666666,0.07692307692307693,3.364211929356881,3.0,2.5,6.699999999999999,0.5277777777777778,3.0,2.75,0.23275862068965517,3.0,80.0,52.77777777777778,77.77777777777779,51.53846153846153,44.44444444444444,68.44444444444446,High Risk,0,Fast-Track Performers,3.232325108101054,0.536976885302669
55,0,Travel_Rarely,836,Research & Development,8,3,Medical,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Yes,14,3,3,3,21,2,3,5,0,0,2,0.0,0.0,0.3333333333333333,0.3333333333333333,0.18181818181818182,1.0,3.6880779805048736,3.0,3.5,7.1,0.1,3.5,3.25,0.6327586206896552,42.0,0.0,10.0,0.0,54.61538461538461,33.33333333333333,4.0,Low Risk,3,Stable Contributors,-2.4019827033587413,1.1609569810157117
36,0,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,No,13,3,3,0,6,3,3,6,5,0,3,0.0,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.2857142857142857,1.0,3.2478760619690155,2.3333333333333335,2.5,7.0,0.34523809523809523,1.6,2.45,0.41379310344827586,39.0,0.0,34.523809523809526,71.42857142857143,53.84615384615385,42.857142857142854,35.23809523809524,Medium Risk,4,Career Explorers,-0.5715819328492179,-1.0994889279881184
45,0,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,No,17,3,3,1,25,2,3,1,0,0,0,0.0,0.0,1.0,0.0,0.11538461538461539,1.0,3.2402532489170275,2.3333333333333335,2.5,8.3,0.16666666666666666,2.6,2.1500000000000004,0.22241379310344828,51.0,0.0,16.666666666666664,0.0,63.846153846153854,0.0,6.666666666666666,Low Risk,1,Promotion-Stalled,-2.5079588091665594,-1.5638768673930699
35,0,Travel_Frequently,664,Research & Development,1,3,Medical,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,No,13,3,4,1,5,2,2,3,2,1,2,0.25,0.3333333333333333,0.5,0.5,0.16666666666666666,0.5,2.191808191808192,2.0,3.0,6.699999999999999,0.37083333333333335,1.5999999999999999,2.2,0.3103448275862069,19.5,6.666666666666667,37.083333333333336,33.33333333333333,51.53846153846153,50.0,26.833333333333336,Low Risk,4,Career Explorers,0.8117281092010619,-1.6434033839992992
36,1,Travel_Rarely,318,Research & Development,9,3,Medical,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Yes,17,3,1,1,2,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,3.3846153846153846,2.3333333333333335,2.5,7.700000000000001,0.16666666666666666,1.3,2.55,0.6431034482758621,51.0,0.0,16.666666666666664,0.0,59.23076923076924,0.0,6.666666666666666,Low Risk,2,High-Risk Stagnation,-2.7860999130307866,-0.8326789402606614
59,0,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,7,No,11,3,4,0,20,2,2,4,3,1,3,0.2,0.14285714285714285,0.4,0.6,0.09523809523809523,0.5,2.7351324337831087,2.3333333333333335,2.5,5.9,0.2723809523809524,1.6,2.55,0.3103448275862069,16.5,6.666666666666667,27.23809523809524,14.285714285714285,45.38461538461539,60.0,17.180952380952384,Low Risk,4,Career Explorers,0.40162430328568105,-0.5429448027623756
29,0,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,No,23,4,4,1,6,3,3,5,4,0,4,0.0,0.5714285714285714,0.5,0.6666666666666666,0.14285714285714285,1.0,2.7002997002997002,2.6666666666666665,3.5,11.3,0.2761904761904762,1.5999999999999999,2.95,0.1706896551724138,92.0,0.0,27.61904761904762,57.14285714285714,86.92307692307692,66.66666666666666,28.19047619047619,Low Risk,1,Promotion-Stalled,-1.8959441201221054,-0.7170833245679803
31,0,Travel_Rarely,1082,Research & Development,1,4,Medical,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,No,17,3,2,0,1,4,3,1,1,1,0,0.5,0.5,2.0,0.0,0.5,0.5,2.4985014985014984,2.6666666666666665,2.5,8.9,0.43333333333333335,1.4,2.45,0.16034482758620688,25.5,6.666666666666667,43.333333333333336,50.0,68.46153846153847,0.0,34.333333333333336,Medium Risk,0,Fast-Track Performers,0.38928115752965303,-0.6137661504404052
32,0,Travel_Rarely,548,Research & Development,1,3,Life Sciences,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,No,17,3,2,2,10,3,3,10,4,0,9,0.0,0.36363636363636365,0.2727272727272727,0.8181818181818182,0.18181818181818182,1.0,3.108445777111444,2.6666666666666665,2.0,8.600000000000001,0.22424242424242427,2.3,2.2,0.16034482758620688,51.0,0.0,22.424242424242426,36.36363636363637,66.15384615384616,81.81818181818183,19.878787878787882,Low Risk,4,Career Explorers,-1.2277669151976818,-1.0849298490989352
36,0,Travel_Rarely,132,Research & Development,6,3,Life Sciences,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,No,12,3,2,0,5,3,3,1,0,0,0,0.0,0.0,1.5,0.0,0.16666666666666666,1.0,3.034965034965035,3.6666666666666665,2.0,6.600000000000001,0.03333333333333335,1.7,2.8000000000000003,0.21206896551724136,36.0,0.0,3.333333333333335,0.0,50.76923076923078,0.0,1.333333333333334,Low Risk,2,High-Risk Stagnation,-2.8386761996565864,1.5618951399793195
31,0,Travel_Rarely,746,Research & Development,8,4,Life Sciences,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,No,23,4,4,0,11,2,3,11,7,1,8,0.08333333333333333,0.5833333333333334,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,2.210894552723638,3.3333333333333335,3.5,11.0,0.24166666666666667,1.9,3.5500000000000003,0.23275862068965517,46.0,6.666666666666667,24.166666666666668,58.333333333333336,84.61538461538461,66.66666666666666,29.166666666666668,Low Risk,3,Stable Contributors,-0.4357866625340614,1.5397119183043715
35,0,Travel_Rarely,776,Sales,1,4,Marketing,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,No,14,3,2,0,16,2,3,15,13,2,8,0.125,0.7647058823529411,0.125,0.5,0.11764705882352941,0.3333333333333333,2.1549225387306348,2.0,2.5,7.1,0.4349264705882353,1.6,2.1500000000000004,0.16034482758620688,14.0,13.333333333333334,43.49264705882353,76.47058823529412,54.61538461538461,50.0,44.33823529411765,Medium Risk,4,Career Explorers,1.7035840211481799,-1.8133776401693227
45,0,Travel_Rarely,193,Research & Development,6,4,Other,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Yes,14,3,2,0,17,3,4,0,0,0,0,0.0,0.0,3.0,0.0,0.16666666666666666,1.0,4.413528823725425,2.6666666666666665,3.0,7.4,0.13333333333333336,2.4,2.6,0.6120689655172414,42.0,0.0,13.333333333333336,0.0,56.92307692307692,0.0,5.333333333333335,Low Risk,2,High-Risk Stagnation,-2.535426052846552,-0.22697329164269775
37,0,Travel_Rarely,397,Research & Development,7,4,Medical,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,No,13,3,1,0,16,3,4,5,2,0,2,0.0,0.11764705882352941,0.5,0.3333333333333333,0.17647058823529413,1.0,4.553148950349883,3.3333333333333335,1.0,7.0,0.09607843137254901,2.4,2.2,0.22241379310344828,39.0,0.0,9.607843137254902,11.76470588235294,53.84615384615385,33.33333333333333,7.372549019607843,Low Risk,3,Stable Contributors,-2.181643351206705,0.22000670101881273
46,0,Travel_Rarely,945,Human Resources,5,2,Medical,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Yes,22,4,4,1,16,2,3,4,2,0,2,0.0,0.11764705882352941,0.4,0.4,0.11764705882352941,1.0,2.5092453773113443,2.6666666666666665,3.0,10.6,0.16274509803921572,2.1,2.7,0.6017241379310345,88.0,0.0,16.27450980392157,11.76470588235294,81.53846153846153,40.0,10.039215686274511,Low Risk,1,Promotion-Stalled,-2.925656991637799,-0.7120381766027541
30,0,Travel_Rarely,852,Research & Development,1,1,Life Sciences,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Yes,12,3,3,2,10,1,2,10,8,3,0,0.2727272727272727,0.7272727272727273,0.09090909090909091,0.0,0.18181818181818182,0.25,2.561719140429785,2.6666666666666665,3.5,6.0,0.41060606060606064,2.0,3.35,0.560344827586207,9.0,20.0,41.06060606060606,72.72727272727273,46.15384615384615,0.0,44.24242424242425,Medium Risk,0,Fast-Track Performers,1.3630642011542067,0.9508361802265508
35,0,Travel_Rarely,1214,Research & Development,1,3,Medical,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,No,18,3,1,0,6,3,3,6,4,0,4,0.0,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.14285714285714285,1.0,2.856143856143856,2.6666666666666665,1.5,9.0,0.2761904761904762,1.1,2.25,0.16034482758620688,54.0,0.0,27.61904761904762,57.14285714285714,69.23076923076923,57.14285714285714,28.19047619047619,Low Risk,1,Promotion-Stalled,-1.0803691339636778,-1.1639728653568495
55,0,Travel_Rarely,111,Sales,1,2,Life Sciences,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,No,14,3,4,1,24,4,3,1,0,1,0,0.5,0.0,2.0,0.0,0.12,0.5,3.4118627124291905,3.3333333333333335,2.5,7.700000000000001,0.24166666666666664,2.6,3.0500000000000003,0.16034482758620688,21.0,6.666666666666667,24.166666666666664,0.0,59.23076923076924,0.0,11.666666666666666,Low Risk,3,Stable Contributors,-0.3243543880888651,1.3494646180698031
38,0,Non-Travel,573,Research & Development,6,3,Medical,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,7,Yes,12,3,4,3,17,3,3,13,11,1,9,0.07142857142857142,0.6111111111111112,0.21428571428571427,0.6428571428571429,0.1111111111111111,0.5,2.663168415792104,2.6666666666666665,3.0,6.600000000000001,0.3111111111111111,1.9000000000000001,3.3000000000000003,0.4620689655172414,18.0,6.666666666666667,31.11111111111111,61.111111111111114,50.76923076923078,64.28571428571429,32.77777777777778,Low Risk,3,Stable Contributors,0.7418457070467555,0.7881635977061765
34,0,Travel_Rarely,1153,Research & Development,1,2,Medical,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,No,15,3,3,0,5,2,3,5,2,1,3,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5,2.1614192903548224,2.6666666666666665,2.0,7.5,0.275,1.9,2.2,0.16034482758620688,22.5,6.666666666666667,27.500000000000004,33.33333333333333,57.692307692307686,50.0,23.0,Low Risk,4,Career Explorers,-0.04821671651131838,-0.6749273766493936
56,0,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,No,11,3,1,0,37,3,2,6,4,0,2,0.0,0.10526315789473684,0.42857142857142855,0.2857142857142857,0.07894736842105263,1.0,2.4191936021326224,2.3333333333333335,2.5,6.200000000000001,0.19298245614035087,1.8,2.85,0.22241379310344828,33.0,0.0,19.298245614035086,10.526315789473683,47.6923076923077,28.57142857142857,10.877192982456139,Low Risk,3,Stable Contributors,-1.5368842645102594,-0.4095349016238132
23,0,Travel_Rarely,541,Sales,2,1,Technical Degree,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,No,13,3,3,1,3,3,3,0,0,0,0,0.0,0.0,3.0,0.0,0.25,1.0,2.3196803196803195,2.3333333333333335,3.0,7.0,0.16666666666666666,1.5999999999999999,2.4000000000000004,0.1706896551724138,39.0,0.0,16.666666666666664,0.0,53.84615384615385,0.0,6.666666666666666,Low Risk,2,High-Risk Stagnation,-2.386150780374996,-1.0330552414480842
51,0,Travel_Rarely,432,Research & Development,9,4,Life Sciences,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,No,23,4,2,2,10,4,3,4,2,0,3,0.0,0.18181818181818182,0.8,0.6,0.09090909090909091,1.0,2.072927072927073,3.3333333333333335,3.0,11.6,0.11212121212121211,1.7999999999999998,3.3000000000000003,0.24310344827586206,92.0,0.0,11.212121212121211,18.181818181818183,89.23076923076923,60.0,9.93939393939394,Low Risk,1,Promotion-Stalled,-3.0309842238062563,0.8508563472354599
30,0,Travel_Rarely,288,Research & Development,2,3,Life Sciences,3,Male,99,2,2,Healthcare Representative,4,Married,4152,15830,1,No,19,3,1,3,11,3,3,11,10,10,8,0.8333333333333334,0.8333333333333334,0.25,0.6666666666666666,0.16666666666666666,0.09090909090909091,2.0749625187406298,3.0,2.0,9.4,0.6,2.2,2.8000000000000003,0.1706896551724138,5.181818181818182,66.66666666666666,60.0,83.33333333333334,72.3076923076923,66.66666666666666,69.0,High Risk,0,Fast-Track Performers,3.8275489614598412,0.29350569981710833
46,1,Travel_Rarely,669,Sales,9,2,Medical,3,Male,64,2,3,Sales Executive,4,Single,9619,13596,1,No,16,3,4,0,9,3,3,9,8,4,7,0.4,0.8,0.3,0.7,0.3,0.2,3.2052649116961014,3.0,3.5,8.200000000000001,0.43999999999999995,2.1,3.5500000000000003,0.24310344827586206,9.6,26.666666666666668,43.99999999999999,80.0,63.07692307692309,70.0,49.599999999999994,Medium Risk,0,Fast-Track Performers,2.181269132763998,1.4731755825545056
40,0,Travel_Frequently,530,Research & Development,1,4,Life Sciences,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,No,22,4,4,1,22,3,2,22,3,11,11,0.4782608695652174,0.13043478260869565,0.13043478260869565,0.4782608695652174,0.17391304347826086,0.08333333333333333,3.374906273431642,2.0,3.5,10.9,0.4,2.8000000000000003,2.75,0.3103448275862069,7.333333333333333,73.33333333333333,40.0,13.043478260869565,83.84615384615385,47.82608695652174,41.91304347826087,Medium Risk,0,Fast-Track Performers,1.5434995190802174,-1.0890691332650704
51,0,Travel_Rarely,632,Sales,21,4,Marketing,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Yes,22,4,4,0,11,2,1,10,7,1,0,0.09090909090909091,0.5833333333333334,0.18181818181818182,0.0,0.16666666666666666,0.5,2.7191404297851074,2.6666666666666665,3.5,10.6,0.31098484848484853,1.9,3.1500000000000004,0.7672413793103449,44.0,6.666666666666667,31.09848484848485,58.333333333333336,81.53846153846153,0.0,31.93939393939394,Low Risk,1,Promotion-Stalled,-0.6869721967087148,0.161724615395793
30,0,Travel_Rarely,1334,Sales,4,2,Medical,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Yes,12,3,2,3,11,4,2,11,8,2,7,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.5833333333333334,0.16666666666666666,0.3333333333333333,2.6031984007996,2.0,2.5,6.9,0.425,2.2,2.25,0.5913793103448276,12.0,13.333333333333334,42.5,66.66666666666666,53.07692307692308,58.333333333333336,41.0,Medium Risk,4,Career Explorers,1.6765216790242279,-1.5037400649383512
46,0,Travel_Frequently,638,Research & Development,1,3,Medical,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Yes,13,3,3,1,21,5,2,10,9,9,5,0.8181818181818182,0.4090909090909091,0.45454545454545453,0.45454545454545453,0.13636363636363635,0.1,3.5564811729423527,1.6666666666666667,3.0,7.6,0.621969696969697,2.3000000000000003,2.2,0.7103448275862069,3.9,60.0,62.196969696969695,40.909090909090914,58.46153846153845,45.45454545454545,55.15151515151515,Medium Risk,0,Fast-Track Performers,3.5035550774463533,-2.099479160295805
